experiment protein  msmsID intensity sample group
2 SimulatedProtein80 SimulatedProtein80.Peptide1  13.7608240851 TRT3.2 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide1  14.2997884269 TRT3.3 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide2  15.3606534067 CTL.3 CTL
2 SimulatedProtein80 SimulatedProtein80.Peptide2  15.0400352936 TRT1.3 TRT1
2 SimulatedProtein80 SimulatedProtein80.Peptide2  15.8259471744 TRT2.3 TRT2
2 SimulatedProtein80 SimulatedProtein80.Peptide2  15.421483476 TRT3.1 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide2  15.4755445672 TRT3.2 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide2  15.0449662086 TRT3.3 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide3  6.65149981875 CTL.3 CTL
2 SimulatedProtein80 SimulatedProtein80.Peptide3  5.95207576968 TRT1.3 TRT1
2 SimulatedProtein80 SimulatedProtein80.Peptide3  6.06494174588 TRT2.3 TRT2
2 SimulatedProtein80 SimulatedProtein80.Peptide3  6.54095244672 TRT3.1 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide3  5.97232243783 TRT3.2 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide3  6.51135381881 TRT3.3 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide4  10.2726871994 CTL.3 CTL
2 SimulatedProtein80 SimulatedProtein80.Peptide4  10.1618106251 TRT1.3 TRT1
2 SimulatedProtein80 SimulatedProtein80.Peptide4  10.892365996 TRT2.3 TRT2
2 SimulatedProtein80 SimulatedProtein80.Peptide4  11.0122578886 TRT3.1 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide4  10.6678227397 TRT3.2 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide4  10.02887506885 TRT3.3 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide5  15.0109102754 CTL.3 CTL
2 SimulatedProtein80 SimulatedProtein80.Peptide5  15.4612834047 TRT1.3 TRT1
2 SimulatedProtein80 SimulatedProtein80.Peptide5  15.2527504626 TRT2.3 TRT2
2 SimulatedProtein80 SimulatedProtein80.Peptide5  15.0194123439 TRT3.1 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide5  14.482985381 TRT3.2 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide5  14.8298026399 TRT3.3 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide6  13.5216941426 CTL.3 CTL
2 SimulatedProtein80 SimulatedProtein80.Peptide6  14.1339899466 TRT1.3 TRT1
2 SimulatedProtein80 SimulatedProtein80.Peptide6  13.3862178048 TRT2.3 TRT2
2 SimulatedProtein80 SimulatedProtein80.Peptide6  14.1180992402 TRT3.1 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide6  13.6132797766 TRT3.2 TRT3
2 SimulatedProtein80 SimulatedProtein80.Peptide6  13.3279103454 TRT3.3 TRT3
2 SimulatedProtein81 SimulatedProtein81.Peptide1  11.4368371166 CTL.3 CTL
2 SimulatedProtein81 SimulatedProtein81.Peptide1  11.3359005192 TRT1.3 TRT1
2 SimulatedProtein81 SimulatedProtein81.Peptide1  11.5666771864 TRT2.3 TRT2
2 SimulatedProtein81 SimulatedProtein81.Peptide1  9.89616878112 TRT3.1 TRT3
2 SimulatedProtein81 SimulatedProtein81.Peptide1  9.91701303269 TRT3.2 TRT3
2 SimulatedProtein81 SimulatedProtein81.Peptide1  10.1181575516 TRT3.3 TRT3
2 SimulatedProtein81 SimulatedProtein81.Peptide2  12.4614916627 CTL.3 CTL
2 SimulatedProtein81 SimulatedProtein81.Peptide2  12.8215192307 TRT1.3 TRT1
2 SimulatedProtein81 SimulatedProtein81.Peptide2  12.8695195071 TRT2.3 TRT2
2 SimulatedProtein81 SimulatedProtein81.Peptide2  11.4228046218 TRT3.1 TRT3
2 SimulatedProtein81 SimulatedProtein81.Peptide2  11.2379212794 TRT3.2 TRT3
2 SimulatedProtein81 SimulatedProtein81.Peptide2  11.0485067624 TRT3.3 TRT3
2 SimulatedProtein81 SimulatedProtein81.Peptide3  10.0660981452 CTL.3 CTL
2 SimulatedProtein81 SimulatedProtein81.Peptide3  9.96057265317 TRT1.3 TRT1
2 SimulatedProtein81 SimulatedProtein81.Peptide3  10.4327253276 TRT2.3 TRT2
2 SimulatedProtein81 SimulatedProtein81.Peptide3  9.45480687567 TRT3.1 TRT3
2 SimulatedProtein81 SimulatedProtein81.Peptide3  9.03584195623 TRT3.2 TRT3
2 SimulatedProtein81 SimulatedProtein81.Peptide3  9.30182959384 TRT3.3 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide1  10.9824540385 CTL.3 CTL
2 SimulatedProtein82 SimulatedProtein82.Peptide1  10.8764821082 TRT1.3 TRT1
2 SimulatedProtein82 SimulatedProtein82.Peptide1  11.2084322464 TRT2.3 TRT2
2 SimulatedProtein82 SimulatedProtein82.Peptide1  11.4991898032 TRT3.1 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide1  11.2501488705 TRT3.2 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide1  10.8646086418 TRT3.3 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide2  8.34567992923 CTL.3 CTL
2 SimulatedProtein82 SimulatedProtein82.Peptide2  8.34986334031 TRT1.3 TRT1
2 SimulatedProtein82 SimulatedProtein82.Peptide2  9.50188522661 TRT2.3 TRT2
2 SimulatedProtein82 SimulatedProtein82.Peptide2  9.30044930812 TRT3.1 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide2  8.8836300783 TRT3.2 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide2  8.65563173404 TRT3.3 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide3  13.0603743318 CTL.3 CTL
2 SimulatedProtein82 SimulatedProtein82.Peptide3  12.9423227538 TRT1.3 TRT1
2 SimulatedProtein82 SimulatedProtein82.Peptide3  12.9273134073 TRT2.3 TRT2
2 SimulatedProtein82 SimulatedProtein82.Peptide3  12.5693286818 TRT3.1 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide3  13.3068211159 TRT3.2 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide3  12.891642091 TRT3.3 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide4  12.7159928146 CTL.3 CTL
2 SimulatedProtein82 SimulatedProtein82.Peptide4  12.6955565719 TRT1.3 TRT1
2 SimulatedProtein82 SimulatedProtein82.Peptide4  12.6111440583 TRT2.3 TRT2
2 SimulatedProtein82 SimulatedProtein82.Peptide4  12.3468640819 TRT3.1 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide4  13.1263874351 TRT3.2 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide4  13.4557352896 TRT3.3 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide5  11.6803626822 CTL.3 CTL
2 SimulatedProtein82 SimulatedProtein82.Peptide5  11.4570097812 TRT1.3 TRT1
2 SimulatedProtein82 SimulatedProtein82.Peptide5  11.8228752589 TRT2.3 TRT2
2 SimulatedProtein82 SimulatedProtein82.Peptide5  11.6968226753 TRT3.1 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide5  11.4405708193 TRT3.2 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide5  11.7330303079 TRT3.3 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide6  5.23662525919 CTL.3 CTL
2 SimulatedProtein82 SimulatedProtein82.Peptide6  4.67888417795 TRT1.3 TRT1
2 SimulatedProtein82 SimulatedProtein82.Peptide6  5.10185857416 TRT2.3 TRT2
2 SimulatedProtein82 SimulatedProtein82.Peptide6  5.25989070434 TRT3.1 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide6  5.28439542922 TRT3.2 TRT3
2 SimulatedProtein82 SimulatedProtein82.Peptide6  5.39472231135 TRT3.3 TRT3
2 SimulatedProtein83 SimulatedProtein83.Peptide1  8.39429741332 CTL.3 CTL
2 SimulatedProtein83 SimulatedProtein83.Peptide1  8.87509096354 TRT1.3 TRT1
2 SimulatedProtein83 SimulatedProtein83.Peptide1  8.2222314076 TRT2.3 TRT2
2 SimulatedProtein83 SimulatedProtein83.Peptide1  9.26851371064 TRT3.1 TRT3
2 SimulatedProtein83 SimulatedProtein83.Peptide1  9.14572358235 TRT3.2 TRT3
2 SimulatedProtein83 SimulatedProtein83.Peptide1  8.55415066752 TRT3.3 TRT3
2 SimulatedProtein83 SimulatedProtein83.Peptide2  10.4677686136 CTL.3 CTL
2 SimulatedProtein83 SimulatedProtein83.Peptide2  10.6726301296 TRT1.3 TRT1
2 SimulatedProtein83 SimulatedProtein83.Peptide2  10.6329388316 TRT2.3 TRT2
2 SimulatedProtein83 SimulatedProtein83.Peptide2  11.365004684 TRT3.1 TRT3
2 SimulatedProtein83 SimulatedProtein83.Peptide2  11.1840242193 TRT3.2 TRT3
2 SimulatedProtein83 SimulatedProtein83.Peptide2  11.0200624057 TRT3.3 TRT3
2 SimulatedProtein83 SimulatedProtein83.Peptide3  12.8548101946 CTL.3 CTL
2 SimulatedProtein83 SimulatedProtein83.Peptide3  12.8021905975 TRT1.3 TRT1
2 SimulatedProtein83 SimulatedProtein83.Peptide3  12.6690452916 TRT2.3 TRT2
2 SimulatedProtein83 SimulatedProtein83.Peptide3  12.7436456592 TRT3.1 TRT3
2 SimulatedProtein83 SimulatedProtein83.Peptide3  12.6559386825 TRT3.2 TRT3
2 SimulatedProtein83 SimulatedProtein83.Peptide3  13.0689674189 TRT3.3 TRT3
2 SimulatedProtein84 SimulatedProtein84.Peptide1  12.1229230877 CTL.3 CTL
2 SimulatedProtein84 SimulatedProtein84.Peptide1  13.0228374143 TRT1.3 TRT1
2 SimulatedProtein84 SimulatedProtein84.Peptide1  12.600494707 TRT2.3 TRT2
2 SimulatedProtein84 SimulatedProtein84.Peptide1  13.3498798043 TRT3.1 TRT3
2 SimulatedProtein84 SimulatedProtein84.Peptide1  12.8065474435 TRT3.2 TRT3
2 SimulatedProtein84 SimulatedProtein84.Peptide1  12.6174157952 TRT3.3 TRT3
2 SimulatedProtein85 SimulatedProtein85.Peptide1  9.69755561249 CTL.3 CTL
2 SimulatedProtein85 SimulatedProtein85.Peptide1  9.77661195006 TRT1.3 TRT1
2 SimulatedProtein85 SimulatedProtein85.Peptide1  11.1989536139 TRT2.3 TRT2
2 SimulatedProtein85 SimulatedProtein85.Peptide1  9.58625564565 TRT3.1 TRT3
2 SimulatedProtein85 SimulatedProtein85.Peptide1  9.68574965778 TRT3.2 TRT3
2 SimulatedProtein85 SimulatedProtein85.Peptide1  9.64210005916 TRT3.3 TRT3
2 SimulatedProtein85 SimulatedProtein85.Peptide2  7.11945712154 CTL.3 CTL
2 SimulatedProtein85 SimulatedProtein85.Peptide2  7.26565565908 TRT1.3 TRT1
2 SimulatedProtein85 SimulatedProtein85.Peptide2  8.84623208352 TRT2.3 TRT2
2 SimulatedProtein85 SimulatedProtein85.Peptide2  7.41274143706 TRT3.1 TRT3
2 SimulatedProtein85 SimulatedProtein85.Peptide2  7.62463570017 TRT3.2 TRT3
2 SimulatedProtein85 SimulatedProtein85.Peptide2  7.39544426014 TRT3.3 TRT3
2 SimulatedProtein86 SimulatedProtein86.Peptide1  15.5260781895 CTL.3 CTL
2 SimulatedProtein86 SimulatedProtein86.Peptide1  14.856090497 TRT1.3 TRT1
2 SimulatedProtein86 SimulatedProtein86.Peptide1  15.0637809836 TRT2.3 TRT2
2 SimulatedProtein86 SimulatedProtein86.Peptide1  15.8154423075 TRT3.1 TRT3
2 SimulatedProtein86 SimulatedProtein86.Peptide1  15.5868294675 TRT3.2 TRT3
2 SimulatedProtein86 SimulatedProtein86.Peptide1  15.5937782443 TRT3.3 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide1  7.15710608438 CTL.3 CTL
2 SimulatedProtein87 SimulatedProtein87.Peptide1  6.57079023638 TRT1.3 TRT1
2 SimulatedProtein87 SimulatedProtein87.Peptide1  7.14326456272 TRT2.3 TRT2
2 SimulatedProtein87 SimulatedProtein87.Peptide1  7.56503925254 TRT3.1 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide1  6.83996745033 TRT3.2 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide1  6.93728703636 TRT3.3 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide2  5.93470007358 CTL.3 CTL
2 SimulatedProtein87 SimulatedProtein87.Peptide2  6.21791630157 TRT1.3 TRT1
2 SimulatedProtein87 SimulatedProtein87.Peptide2  6.69976564581 TRT2.3 TRT2
2 SimulatedProtein87 SimulatedProtein87.Peptide2  5.97797560954 TRT3.1 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide2  6.25406580636 TRT3.2 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide2  5.92877698892 TRT3.3 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide3  13.2087365359 CTL.3 CTL
2 SimulatedProtein87 SimulatedProtein87.Peptide3  12.8574563073 TRT1.3 TRT1
2 SimulatedProtein87 SimulatedProtein87.Peptide3  12.8070890418 TRT2.3 TRT2
2 SimulatedProtein87 SimulatedProtein87.Peptide3  13.2221073052 TRT3.1 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide3  12.7021643334 TRT3.2 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide3  13.1187509414 TRT3.3 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide4  16.6483663985 CTL.3 CTL
2 SimulatedProtein87 SimulatedProtein87.Peptide4  17.1132002206 TRT1.3 TRT1
2 SimulatedProtein87 SimulatedProtein87.Peptide4  17.3405397104 TRT2.3 TRT2
2 SimulatedProtein87 SimulatedProtein87.Peptide4  17.4267860752 TRT3.1 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide4  16.53244706 TRT3.2 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide4  17.1065618486 TRT3.3 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide5  9.57064713673 CTL.3 CTL
2 SimulatedProtein87 SimulatedProtein87.Peptide5  8.829687089 TRT1.3 TRT1
2 SimulatedProtein87 SimulatedProtein87.Peptide5  9.09729038263 TRT2.3 TRT2
2 SimulatedProtein87 SimulatedProtein87.Peptide5  9.07676700596 TRT3.1 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide5  8.99543897976 TRT3.2 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide5  8.47444936464 TRT3.3 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide6  10.3736956225 CTL.3 CTL
2 SimulatedProtein87 SimulatedProtein87.Peptide6  10.2164799347 TRT1.3 TRT1
2 SimulatedProtein87 SimulatedProtein87.Peptide6  10.3429398565 TRT2.3 TRT2
2 SimulatedProtein87 SimulatedProtein87.Peptide6  11.0392416158 TRT3.1 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide6  9.95090608121 TRT3.2 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide6  10.5361784688 TRT3.3 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide7  9.86518691754 CTL.3 CTL
2 SimulatedProtein87 SimulatedProtein87.Peptide7  9.9870165469 TRT1.3 TRT1
2 SimulatedProtein87 SimulatedProtein87.Peptide7  10.03526079865 TRT2.3 TRT2
2 SimulatedProtein87 SimulatedProtein87.Peptide7  10.07825428074 TRT3.1 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide7  10.1088435813 TRT3.2 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide7  10.1585444388 TRT3.3 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide8  13.7247708441 CTL.3 CTL
2 SimulatedProtein87 SimulatedProtein87.Peptide8  13.5957425637 TRT1.3 TRT1
2 SimulatedProtein87 SimulatedProtein87.Peptide8  13.101622892 TRT2.3 TRT2
2 SimulatedProtein87 SimulatedProtein87.Peptide8  13.3676116954 TRT3.1 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide8  12.8953250878 TRT3.2 TRT3
2 SimulatedProtein87 SimulatedProtein87.Peptide8  13.3316693161 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide1  12.0830614721 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide1  11.9855783403 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide1  11.8842369607 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide1  12.0968402384 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide1  11.540881544 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide1  11.8075379079 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide2  9.70514462691 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide2  9.08787652427 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide2  10.04108651564 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide2  9.81503019354 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide2  9.10978281097 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide2  9.59776748559 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide3  11.7563939355 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide3  11.5921273054 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide3  11.5809100771 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide3  12.0645657316 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide3  11.764734252 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide3  11.8963501977 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide4  9.10386751966 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide4  8.16123255476 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide4  8.84787154623 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide4  8.49535687305 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide4  8.13504459313 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide4  8.83887077732 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide5  12.42279097 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide5  12.6345143196 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide5  12.57091251 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide5  13.1269241826 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide5  12.3220716549 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide5  12.7492157095 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide6  10.3499612544 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide6  11.1367204142 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide6  10.7661969169 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide6  10.7331978915 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide6  10.6177625907 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide6  11.1313920094 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide7  8.98468091056 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide7  8.46283462444 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide7  8.94656976823 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide7  8.50534671558 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide7  8.65794821716 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide7  9.2249620365 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide8  8.33488243895 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide8  7.70796499688 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide8  8.89765071781 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide8  8.45645333663 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide8  8.4072710506 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide8  8.21668809053 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide9  6.7497522256 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide9  6.74797701226 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide9  6.66267709876 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide9  7.07880218267 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide9  6.55437061471 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide9  6.78663545575 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide10  1.17287038596 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide10  1.52016827164 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide10  1.64905750704 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide10  1.63656864599 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide10  1.58003982527 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide10  2.02112182208 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide11  11.0664094405 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide11  10.9999750632 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide11  11.246188477 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide11  11.4979458936 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide11  10.3664715193 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide11  11.7462587147 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide12  12.7635179416 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide12  12.40244679 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide12  12.7039088999 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide12  12.6356812209 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide12  13.0121105291 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide12  12.4675183427 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide13  5.04620019014 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide13  4.85292652013 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide13  5.28378662649 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide13  5.43088708417 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide13  4.85240976458 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide13  4.73531038855 TRT3.3 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide14  8.40983785008 CTL.3 CTL
2 SimulatedProtein88 SimulatedProtein88.Peptide14  8.69908298118 TRT1.3 TRT1
2 SimulatedProtein88 SimulatedProtein88.Peptide14  8.96641363641 TRT2.3 TRT2
2 SimulatedProtein88 SimulatedProtein88.Peptide14  8.91871205909 TRT3.1 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide14  8.83595247564 TRT3.2 TRT3
2 SimulatedProtein88 SimulatedProtein88.Peptide14  8.72395220923 TRT3.3 TRT3
2 SimulatedProtein89 SimulatedProtein89.Peptide1  15.3754127342 CTL.3 CTL
2 SimulatedProtein89 SimulatedProtein89.Peptide1  14.5167782825 TRT1.3 TRT1
2 SimulatedProtein89 SimulatedProtein89.Peptide1  14.9001825034 TRT2.3 TRT2
2 SimulatedProtein89 SimulatedProtein89.Peptide1  13.3270327618 TRT3.1 TRT3
2 SimulatedProtein89 SimulatedProtein89.Peptide1  14.034710178 TRT3.2 TRT3
2 SimulatedProtein89 SimulatedProtein89.Peptide1  14.2313478173 TRT3.3 TRT3
2 SimulatedProtein89 SimulatedProtein89.Peptide2  7.17031263409 CTL.3 CTL
2 SimulatedProtein89 SimulatedProtein89.Peptide2  7.68443151129 TRT1.3 TRT1
2 SimulatedProtein89 SimulatedProtein89.Peptide2  7.81056873676 TRT2.3 TRT2
2 SimulatedProtein89 SimulatedProtein89.Peptide2  6.95405068839 TRT3.1 TRT3
2 SimulatedProtein89 SimulatedProtein89.Peptide2  6.02700084506 TRT3.2 TRT3
2 SimulatedProtein89 SimulatedProtein89.Peptide2  6.84188610794 TRT3.3 TRT3
2 SimulatedProtein89 SimulatedProtein89.Peptide3  8.0605518882 CTL.3 CTL
2 SimulatedProtein89 SimulatedProtein89.Peptide3  7.88293027229 TRT1.3 TRT1
2 SimulatedProtein89 SimulatedProtein89.Peptide3  8.16852652211 TRT2.3 TRT2
2 SimulatedProtein89 SimulatedProtein89.Peptide3  6.49703878293 TRT3.1 TRT3
2 SimulatedProtein89 SimulatedProtein89.Peptide3  6.29572520746 TRT3.2 TRT3
2 SimulatedProtein89 SimulatedProtein89.Peptide3  6.72209408468 TRT3.3 TRT3
2 SimulatedProtein90 SimulatedProtein90.Peptide1  8.3130448807 CTL.3 CTL
2 SimulatedProtein90 SimulatedProtein90.Peptide1  7.68936045051 TRT1.3 TRT1
2 SimulatedProtein90 SimulatedProtein90.Peptide1  8.29493453997 TRT2.3 TRT2
2 SimulatedProtein90 SimulatedProtein90.Peptide1  7.18227206451 TRT3.1 TRT3
2 SimulatedProtein90 SimulatedProtein90.Peptide1  6.9614357149 TRT3.2 TRT3
2 SimulatedProtein90 SimulatedProtein90.Peptide1  6.62041365812 TRT3.3 TRT3
2 SimulatedProtein90 SimulatedProtein90.Peptide2  6.76444635014 CTL.3 CTL
2 SimulatedProtein90 SimulatedProtein90.Peptide2  7.12812320335 TRT1.3 TRT1
2 SimulatedProtein90 SimulatedProtein90.Peptide2  6.60879515819 TRT2.3 TRT2
2 SimulatedProtein90 SimulatedProtein90.Peptide2  6.92635075826 TRT3.1 TRT3
2 SimulatedProtein90 SimulatedProtein90.Peptide2  5.72256626077 TRT3.2 TRT3
2 SimulatedProtein90 SimulatedProtein90.Peptide2  6.26145727708 TRT3.3 TRT3
2 SimulatedProtein90 SimulatedProtein90.Peptide3  9.15537816082 CTL.3 CTL
2 SimulatedProtein90 SimulatedProtein90.Peptide3  8.6384428988 TRT1.3 TRT1
2 SimulatedProtein90 SimulatedProtein90.Peptide3  9.17934522952 TRT2.3 TRT2
2 SimulatedProtein90 SimulatedProtein90.Peptide3  8.00097696189 TRT3.1 TRT3
2 SimulatedProtein90 SimulatedProtein90.Peptide3  7.55423453386 TRT3.2 TRT3
